id,intent,utterance
1042,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김호석 전화번호는 어떻게 되지?
1043,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,IT컨설팅
1044,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,임순진
1045,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,H-AI운영자
1046,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,대표이사님은
1047,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,구매 제조 담당자
1048,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,회사 프린트가 안되요
1049,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,담당자 휴가
1050,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,윤석곤
1051,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,법인카드 담당자
1052,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,최선혜
1053,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화s&c 대표이사
1054,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,장관상 수상을 축하드립니다.
1055,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,교육담당자
1056,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김경한
1057,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,사내 담당자 조회 : 문서보안 해제
1058,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,장애관리는 누가 하나요?
1059,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김홍종 과장 여자친구 있어?
1060,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,서비스/유화 부문장
1061,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,wpm 담당자
1062,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,전표
1063,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,CO담당자는 누구인가요?
1064,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,인사담당자
1065,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,박재관 차장
1066,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,박상문 등록
1067,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,결재 담당자는
1068,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,구매 담당자
1069,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,만든 사람은?
1070,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,신지만 과장
1071,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이은상
1072,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,그룹웨어 (주)한화 담당
1073,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,자산담당자는?
1074,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이현경
1075,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,테크윈 AD 담당자
1076,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,호텔앤드리조트 담당자
1077,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,인사 담당
1078,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화S&C 본사에 가려면 어떻게 가야 하나요?
1079,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,최인영은 어떤 사람?
1080,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,남하람
1081,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,인사담당자가 누구예요?
1082,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,사원증 담당자
1083,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김종환 대리 전화번호
1084,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,고주형
1085,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,HAI문의처
1086,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,품질관리 팀장
1087,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,문화규
1088,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,생일대상자
1089,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,프린터 담당
1090,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,wpm 문의
1091,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,장성준 대리 업무 알려줘
1092,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,법인카드 담당자가 누구야?
1093,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김용욱 대표이사
1094,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,앱 설치
1095,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김용호 연락처
1096,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,장재현
1097,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,경력 채용 담당자 알려줘
1098,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,DNS 담당자
1099,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,조직개편 언제 남
1100,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,남자
1101,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,신지만 연락해
1102,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이석현
1103,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화에너지 모바일 그룹웨어
1104,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,오승호는 누구야?
1105,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,똘똘아 인사팀 담당자
1106,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,회계 담당자
1107,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,장교동 점심
1108,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,서비스ITO팀장
1109,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,미국의 대통령은 누구입니까
1110,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,계약서 오류나는데
1111,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,하재우는 누구인가?
1112,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,임원발표
1113,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,스마트 팩토리 정해진 부장 연락처
1114,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,인사담당자 휴가 업무
1115,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,장홍준 전화번호?
1116,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,콘도담장자
1117,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,장미영차장
1118,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,혹시 한건숙 과장님 아세요?
1119,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,써클 담당자를 알려줘
1120,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김람수
1121,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화S&C
1122,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,발령담당자 알려주세요
1123,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,전자결제 담당자
1124,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,보안 담당자
1125,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,연구소 팀장
1126,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,계약 담당자
1127,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,기술연구소 팀장
1128,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이진
1129,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,대표이사 알려줘
1130,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,현지훈 담당업무는
1131,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,H-AI문의처
1132,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,제조운영팀 최범진 과장의 전화번호는?
1133,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,구매담당자가 누구야?
1134,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,정성욱
1135,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,내일 임원발표하니?
1136,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,인사팀장
1137,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,강건식 차장 업무는 ?
1138,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,내일 임원발표?
1139,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,윤혁준
1140,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,박재관차장 어디갔나요 ?
1141,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,경력채용 담당자
1142,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김유정
1143,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화리조트 아이리스 담당자는 누구죠?
1144,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,문서보안 담당자 오성도 사원말고 또 없어?
1145,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,워크플레이스 담당자
1146,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,최범진 과장
1147,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,정해진 부장 몰라?
1148,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,사내 담당자 조회
1149,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,너의 팀장님은 누구니?
1150,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,우리팀 코스트센터번호
1151,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,교육영업은 누구야?
1152,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,테크윈 파일서버 담당자
1153,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,강희정
1154,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,S&C 대표이사 이르음?
1155,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,사장님
1156,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,나 팀장 아니다
1157,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,메일 담당자는 누구지
1158,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한똘똘 운영자
1159,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,보안관제는 누가 합니까
1160,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,그룹웨어 모바일
1161,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,우리팀 막내가 누구야
1162,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,서버 담당자
1163,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,품질 담당자
1164,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,부서
1165,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,IPTV 담당자
1166,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화리조트 아이리스
1167,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,백진욱 부장
1168,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,써클 모바일 앱
1169,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김남권
1170,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,금융부문장
1171,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,교육 담당
1172,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,휴가관련 담당자가 누구야
1173,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이종우
1174,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,육성 담당
1175,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김용욱
1176,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김형태
1177,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,장미영 차장
1178,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,클라우드 담당자
1179,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,신현종 과장의 업무는?
1180,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,vpn 담당자
1181,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,급여담당자는 누구예요?
1182,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,영업담당자
1183,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화생명
1184,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,인사 담당자
1185,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,채용담당자
1186,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김일
1187,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한똘똘 사원님 장관상 수상을 축하드린다고요.
1188,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,SmartNAC 담당자
1189,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이진복
1190,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,협업포탈
1191,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김영수
1192,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,윤준성
1193,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,경력채용은 누구야?
1194,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,연구소장은
1195,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,결혼휴가 관련해서 누구한테 물어봐야되나요?
1196,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,itsm 관리자..
1197,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화이글스 검색해줘
1198,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,연구소장
1199,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,명함 담당자
1200,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,업무범위
1201,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,시스템 담당자는
1202,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,서비스ITO팀장님
1203,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,시내교통비 담당자가 누구야?
1204,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,인장
1205,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,인사 채용담당자는 누구
1206,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,아웃룩 담당자
1207,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화케미칼 대표
1208,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화S&C 대표
1209,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,기술연구소 소장
1210,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,모바일 네트워크 담당자
1211,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,PC 문제 전문가
1212,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,행낭 담당자가 누구인지요?
1213,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,윤태윤 대리는?
1214,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,회장님의 이름은?
1215,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,보안운영팀 CCTR
1216,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한똘똘담당자
1217,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,구 이글오피스 담당자
1218,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,서지영
1219,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,사내담당자 강기복
1220,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,스마트 팩토리 TF 담당자
1221,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,인사팀 업무분장
1222,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,출장정산
1223,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,출장 담당자
1224,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,안준희
1225,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,장미영
1226,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,ep 담당자
1227,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,e-HR 담당자는
1228,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,신윤정 사원
1229,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,노무담당자는 누구인가요
1230,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,데이터 재과금 담당자
1231,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,모바일 어플리케이션 담당자
1232,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,우리회사 상무님 리스트
1233,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김현수는 어디에 있나요?
1234,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김준우 대리의 연락처는?
1235,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,신입채용 담당자는 누구인가요
1236,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이현수 차장
1237,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,전용훈
1238,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,써클 개발서버
1239,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,장수희
1240,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,윤준성이 누구야?
1241,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,서성웅 과장님
1242,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,교육 담당자 누구야?
1243,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,서성웅
1244,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,담당자 워크플레이스
1245,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,계약담당자
1246,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,박태영
1247,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,총무 담당자는?
1248,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,갤러리아 서버 담당자는?
1249,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,총무 담당
1250,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,출장 담당자가 누구야?
1251,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이글PMS 운영자
1252,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,팀보안담당자
1253,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,S&C 종업원 수는?
1254,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,전임 연구소장은
1255,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,총무 담당자
1256,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,내이름은 유수진이야
1257,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김호석 핸드폰 번호
1258,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,모바일 네트워크
1259,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,보안운영팀
1260,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,sap 문의
1261,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,ip관리 담당자
1262,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,윤태윤
1263,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,HONE 담당자
1264,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,배송비
1265,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,휴가 담당자는 누구죠?
1266,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,컴퓨터 구매하려고 하는데 담당자 좀 알려줘
1267,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화s&c 연구소 소장은 누구인가요
1268,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,it 담당자는 누구야
1269,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화그룹 회장님의 이름은?
1270,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,문서보안 담당 누구 ?
1271,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,혹시 박수진씨가 누군지 아니?
1272,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,연차 담당자
1273,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,PClient 담당자
1274,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,안수현
1275,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,대표이사님 비서분 성함은?
1276,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,문서보안 담당자 누구야?
1277,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화케미칼 개인정보DB암호화및접근제어 PM비용 알려주세요
1278,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,수행본부장은 누구셔?
1279,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,퇴직금 담당자 알려주세요
1280,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,담당자 조회
1281,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,다른 문서보안 담당자
1282,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,손제석
1283,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,머야 저녀석
1284,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,리조트 담당자 누구인지 알려줘
1285,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,S&C 조직도를 보여줘
1286,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화 IDC
1287,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,연구소 소장
1288,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김지만 부장 소속은?
1289,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김일 전화번호
1290,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,pi팀 팀장
1291,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,진명국
